Timestamp,RSSI,Activity
60750,-44,Jumping
60758,-23,Jumping
60770,-44,Jumping
60778,-39,Jumping
6078,-29,Jumping
60790,-44,Jumping
60798,-39,Jumping
60810,-43,Jumping
60818,-39,Jumping
60830,-43,Jumping
60838,-39,Jumping
60850,-43,Jumping
60858,-39,Jumping
60870,-43,Jumping
60878,-34,Jumping
60890,-43,Jumping
60898,-34,Jumping
6090,-39,Jumping
6090,-43,Jumping
60910,-36,Jumping
60918,-34,Jumping
60930,-36,Jumping
60938,-34,Jumping
60950,-36,Jumping
60958,-34,Jumping
60970,-36,Jumping
60978,-36,Jumping
6098,-29,Jumping
60990,-36,Jumping
60998,-36,Jumping
61010,-38,Jumping
61018,-36,Jumping
61030,-38,Jumping
61038,-36,Jumping
61050,-38,Jumping
61058,-36,Jumping
61070,-38,Jumping
61078,-36,Jumping
61090,-38,Jumping
61098,-29,Jumping
6110,-39,Jumping
6110,-41,Jumping
61110,-41,Jumping
61118,-29,Jumping
61130,-41,Jumping
61138,-29,Jumping
61150,-41,Jumping
61158,-29,Jumping
61170,-41,Jumping
61178,-29,Jumping
6118,-29,Jumping
61190,-41,Jumping
61198,-25,Jumping
61210,-37,Jumping
61218,-25,Jumping
61230,-37,Jumping
61238,-25,Jumping
61250,-37,Jumping
61258,-25,Jumping
61270,-37,Jumping
61278,-25,Jumping
61290,-37,Jumping
61298,-24,Jumping
6130,-38,Jumping
6130,-41,Jumping
61310,-36,Jumping
61318,-24,Jumping
61330,-36,Jumping
61338,-24,Jumping
61350,-36,Jumping
61358,-24,Jumping
61370,-36,Jumping
61378,-24,Jumping
6138,-29,Jumping
61390,-36,Jumping
61398,-32,Jumping
61410,-37,Jumping
61418,-32,Jumping
61430,-37,Jumping
61438,-32,Jumping
61450,-37,Jumping
61458,-32,Jumping
61470,-37,Jumping
61478,-32,Jumping
61490,-37,Jumping
61498,-23,Jumping
6150,-38,Jumping
6150,-41,Jumping
61510,-37,Jumping
61518,-23,Jumping
61530,-37,Jumping
61538,-23,Jumping
61550,-37,Jumping
61558,-23,Jumping
61570,-37,Jumping
61578,-23,Jumping
6158,-29,Jumping
61590,-37,Jumping
61598,-38,Jumping
61610,-37,Jumping
61618,-38,Jumping
61630,-37,Jumping
61638,-38,Jumping
61650,-37,Jumping
61658,-38,Jumping
61670,-37,Jumping
61678,-38,Jumping
61690,-37,Jumping
61698,-36,Jumping
6170,-38,Jumping
6170,-41,Jumping
61710,-37,Jumping
61718,-36,Jumping
61730,-38,Jumping
61738,-36,Jumping
61750,-38,Jumping
61758,-36,Jumping
61770,-38,Jumping
61778,-36,Jumping
6178,-29,Jumping
61790,-38,Jumping
61798,-34,Jumping
61810,-38,Jumping
61818,-34,Jumping
61830,-35,Jumping
61838,-34,Jumping
61850,-35,Jumping
61858,-34,Jumping
61870,-35,Jumping
61878,-34,Jumping
61890,-35,Jumping
61898,-34,Jumping
6190,-38,Jumping
6190,-41,Jumping
61910,-35,Jumping
61918,-27,Jumping
61930,-41,Jumping
61938,-27,Jumping
61950,-41,Jumping
61958,-27,Jumping
61970,-41,Jumping
61978,-27,Jumping
6198,-20,Jumping
61990,-41,Jumping
61998,-27,Jumping
62010,-41,Jumping
62018,-25,Jumping
62030,-36,Jumping
62038,-25,Jumping
62050,-36,Jumping
62058,-25,Jumping
62070,-36,Jumping
62078,-25,Jumping
62090,-36,Jumping
62098,-25,Jumping
6210,-38,Jumping
6210,-41,Jumping
62110,-36,Jumping
62118,-31,Jumping
62130,-36,Jumping
62138,-31,Jumping
62150,-36,Jumping
62158,-31,Jumping
62170,-36,Jumping
62178,-31,Jumping
6218,-20,Jumping
62190,-36,Jumping
62198,-31,Jumping
62210,-36,Jumping
62218,-38,Jumping
62230,-43,Jumping
62238,-38,Jumping
62250,-43,Jumping
62258,-38,Jumping
62270,-43,Jumping
62278,-38,Jumping
62290,-43,Jumping
62298,-38,Jumping
6230,-39,Jumping
6230,-42,Jumping
62310,-43,Jumping
62318,-24,Jumping
62330,-37,Jumping
62338,-24,Jumping
62350,-37,Jumping
62358,-24,Jumping
62370,-37,Jumping
62378,-24,Jumping
6238,-20,Jumping
62390,-37,Jumping
62398,-24,Jumping
62410,-37,Jumping
62418,-34,Jumping
62430,-37,Jumping
62438,-34,Jumping
62450,-37,Jumping
62458,-34,Jumping
62470,-37,Jumping
62478,-34,Jumping
62490,-37,Jumping
62498,-34,Jumping
6250,-39,Jumping
6250,-42,Jumping
62510,-37,Jumping
62518,-33,Jumping
62530,-37,Jumping
62538,-33,Jumping
62550,-36,Jumping
62558,-33,Jumping
62570,-36,Jumping
62578,-33,Jumping
6258,-20,Jumping
62590,-36,Jumping
62598,-33,Jumping
62610,-36,Jumping
62618,-37,Jumping
62630,-36,Jumping
62638,-37,Jumping
62650,-35,Jumping
62658,-37,Jumping
62670,-35,Jumping
62678,-37,Jumping
62690,-35,Jumping
62698,-37,Jumping
6270,-39,Jumping
6270,-42,Jumping
62710,-35,Jumping
62718,-35,Jumping
62730,-35,Jumping
62738,-35,Jumping
62750,-36,Jumping
62758,-35,Jumping
62770,-36,Jumping
62778,-35,Jumping
6278,-20,Jumping
62790,-36,Jumping
62798,-35,Jumping
62810,-36,Jumping
62818,-35,Jumping
62830,-36,Jumping
62838,-34,Jumping
62850,-36,Jumping
62858,-34,Jumping
62870,-36,Jumping
62878,-34,Jumping
62890,-36,Jumping
62898,-34,Jumping
6290,-39,Jumping
6290,-42,Jumping
62910,-36,Jumping
62918,-34,Jumping
62930,-36,Jumping
62938,-36,Jumping
62950,-35,Jumping
62958,-36,Jumping
62970,-35,Jumping
62978,-36,Jumping
6298,-26,Jumping
62990,-35,Jumping
62998,-36,Jumping
63010,-35,Jumping
63018,-36,Jumping
63030,-35,Jumping
63038,-36,Jumping
63050,-36,Jumping
63058,-36,Jumping
63070,-36,Jumping
63078,-36,Jumping
63090,-36,Jumping
63098,-36,Jumping
6310,-39,Jumping
6310,-42,Jumping
63110,-36,Jumping
63118,-36,Jumping
63130,-36,Jumping
63138,-24,Jumping
63150,-43,Jumping
63158,-24,Jumping
63170,-43,Jumping
63178,-24,Jumping
6318,-26,Jumping
63190,-43,Jumping
63198,-24,Jumping
63210,-43,Jumping
63218,-24,Jumping
63230,-43,Jumping
63238,-34,Jumping
63250,-41,Jumping
63258,-34,Jumping
63270,-41,Jumping
63278,-34,Jumping
63290,-41,Jumping
63298,-34,Jumping
6330,-38,Jumping
6330,-36,Jumping
63310,-41,Jumping
63318,-34,Jumping
63330,-41,Jumping
63338,-31,Jumping
63350,-41,Jumping
63358,-31,Jumping
63370,-43,Jumping
63378,-31,Jumping
6338,-26,Jumping
63390,-43,Jumping
63398,-31,Jumping
63410,-43,Jumping
63418,-31,Jumping
63430,-43,Jumping
63438,-35,Jumping
63450,-43,Jumping
63458,-35,Jumping
63470,-37,Jumping
63478,-35,Jumping
63490,-37,Jumping
63498,-35,Jumping
6350,-38,Jumping
6350,-36,Jumping
63510,-37,Jumping
63518,-35,Jumping
63530,-37,Jumping
63538,-35,Jumping
63550,-37,Jumping
63558,-35,Jumping
63570,-39,Jumping
63578,-35,Jumping
6358,-26,Jumping
63590,-39,Jumping
63598,-35,Jumping
63610,-39,Jumping
63618,-35,Jumping
63630,-39,Jumping
63638,-35,Jumping
63650,-39,Jumping
63658,-33,Jumping
63670,-42,Jumping
63678,-33,Jumping
63690,-42,Jumping
63698,-33,Jumping
6370,-38,Jumping
6370,-36,Jumping
63710,-42,Jumping
63718,-33,Jumping
63730,-42,Jumping
63738,-33,Jumping
63750,-42,Jumping
63758,-27,Jumping
63770,-35,Jumping
63778,-27,Jumping
6378,-26,Jumping
63790,-35,Jumping
63798,-27,Jumping
63810,-35,Jumping
63818,-27,Jumping
63830,-35,Jumping
63838,-27,Jumping
63850,-35,Jumping
63858,-24,Jumping
63870,-37,Jumping
63878,-24,Jumping
63890,-37,Jumping
63898,-24,Jumping
6390,-38,Jumping
6390,-36,Jumping
63910,-37,Jumping
63918,-24,Jumping
63930,-37,Jumping
63938,-24,Jumping
63950,-37,Jumping
63958,-26,Jumping
63970,-37,Jumping
63978,-26,Jumping
6398,-30,Jumping
63990,-37,Jumping
63998,-26,Jumping
64010,-37,Jumping
64018,-26,Jumping
64030,-37,Jumping
64038,-26,Jumping
64050,-37,Jumping
64058,-33,Jumping
64070,-38,Jumping
64078,-33,Jumping
64090,-38,Jumping
64098,-33,Jumping
6410,-38,Jumping
6410,-36,Jumping
64110,-38,Jumping
64118,-33,Jumping
64130,-38,Jumping
64138,-33,Jumping
64150,-38,Jumping
64158,-31,Jumping
64170,-38,Jumping
64178,-31,Jumping
6418,-30,Jumping
64190,-38,Jumping
64198,-31,Jumping
64210,-38,Jumping
64218,-31,Jumping
64230,-38,Jumping
64238,-31,Jumping
64250,-38,Jumping
64258,-31,Jumping
64270,-38,Jumping
64278,-31,Jumping
64290,-36,Jumping
64298,-31,Jumping
6430,-37,Jumping
64310,-36,Jumping
64318,-31,Jumping
64330,-36,Jumping
64338,-31,Jumping
64350,-36,Jumping
64358,-26,Jumping
64370,-36,Jumping
64378,-26,Jumping
6438,-30,Jumping
64390,-43,Jumping
64398,-26,Jumping
64410,-43,Jumping
64418,-26,Jumping
64430,-43,Jumping
64438,-26,Jumping
64450,-43,Jumping
64458,-26,Jumping
64470,-43,Jumping
64478,-22,Jumping
64490,-43,Jumping
64498,-22,Jumping
6450,-37,Jumping
64510,-43,Jumping
64518,-22,Jumping
64530,-43,Jumping
64538,-22,Jumping
64550,-43,Jumping
64558,-22,Jumping
64570,-43,Jumping
64578,-27,Jumping
6458,-30,Jumping
64590,-37,Jumping
64598,-27,Jumping
64610,-37,Jumping
64618,-27,Jumping
64630,-37,Jumping
64638,-27,Jumping
64650,-37,Jumping
64658,-27,Jumping
64670,-37,Jumping
64678,-35,Jumping
64690,-41,Jumping
64698,-35,Jumping
6470,-37,Jumping
64710,-41,Jumping
64718,-35,Jumping
64730,-41,Jumping
64738,-35,Jumping
64750,-41,Jumping
64758,-35,Jumping
64770,-41,Jumping
64778,-20,Jumping
6478,-30,Jumping
64790,-36,Jumping
64798,-20,Jumping
64810,-36,Jumping
64818,-20,Jumping
64830,-36,Jumping
64838,-20,Jumping
64850,-36,Jumping
64858,-20,Jumping
64870,-36,Jumping
64878,-21,Jumping
64890,-36,Jumping
64898,-21,Jumping
6490,-37,Jumping
64910,-36,Jumping
64918,-21,Jumping
64930,-36,Jumping
64938,-21,Jumping
64950,-36,Jumping
64958,-21,Jumping
64970,-36,Jumping
64978,-32,Jumping
6498,-30,Jumping
64990,-41,Jumping
64998,-32,Jumping
65010,-41,Jumping
65018,-32,Jumping
65030,-41,Jumping
65038,-32,Jumping
65050,-41,Jumping
65058,-32,Jumping
65070,-41,Jumping
65078,-26,Jumping
65090,-41,Jumping
65098,-26,Jumping
6510,-37,Jumping
65110,-35,Jumping
65118,-26,Jumping
65130,-35,Jumping
65138,-26,Jumping
65150,-35,Jumping
65158,-26,Jumping
65170,-35,Jumping
65178,-32,Jumping
6518,-34,Jumping
65190,-35,Jumping
65198,-32,Jumping
65210,-41,Jumping
65218,-32,Jumping
65230,-41,Jumping
65238,-32,Jumping
65250,-41,Jumping
65258,-32,Jumping
65270,-41,Jumping
65278,-19,Jumping
65290,-41,Jumping
65298,-19,Jumping
6530,-37,Jumping
6530,-34,Jumping
65310,-35,Jumping
65318,-19,Jumping
65330,-35,Jumping
65338,-19,Jumping
65350,-35,Jumping
65358,-19,Jumping
65370,-35,Jumping
65378,-19,Jumping
6538,-34,Jumping
65390,-35,Jumping
65398,-24,Jumping
65410,-39,Jumping
65418,-24,Jumping
65430,-39,Jumping
65438,-24,Jumping
65450,-39,Jumping
65458,-24,Jumping
65470,-39,Jumping
65478,-24,Jumping
65490,-39,Jumping
65498,-24,Jumping
6550,-37,Jumping
6550,-34,Jumping
65510,-39,Jumping
65518,-24,Jumping
65530,-39,Jumping
65538,-24,Jumping
65550,-39,Jumping
65558,-24,Jumping
65570,-39,Jumping
65578,-24,Jumping
6558,-34,Jumping
65598,-38,Jumping
65618,-38,Jumping
65638,-38,Jumping
65658,-38,Jumping
65678,-38,Jumping
65698,-23,Jumping
6570,-37,Jumping
6570,-34,Jumping
65718,-23,Jumping
65738,-23,Jumping
65758,-23,Jumping
65778,-23,Jumping
6578,-34,Jumping
65798,-34,Jumping
65818,-34,Jumping
65838,-34,Jumping
65858,-34,Jumping
65878,-34,Jumping
65898,-21,Jumping
6590,-37,Jumping
6590,-34,Jumping
65918,-21,Jumping
65938,-21,Jumping
65958,-21,Jumping
65978,-21,Jumping
6598,-34,Jumping
65998,-32,Jumping
66018,-32,Jumping
66038,-32,Jumping
66058,-32,Jumping
66078,-32,Jumping
66098,-38,Jumping
6610,-37,Jumping
6610,-34,Jumping
66118,-38,Jumping
66138,-38,Jumping
66158,-38,Jumping
66178,-38,Jumping
6618,-23,Jumping
66198,-38,Jumping
66218,-32,Jumping
66238,-32,Jumping
66258,-32,Jumping
66278,-32,Jumping
66298,-32,Jumping
6630,-38,Jumping
6630,-36,Jumping
66318,-31,Jumping
66338,-31,Jumping
66358,-31,Jumping
66378,-31,Jumping
6638,-23,Jumping
66398,-31,Jumping
66418,-31,Jumping
66438,-31,Jumping
66458,-31,Jumping
66478,-31,Jumping
66498,-31,Jumping
6650,-38,Jumping
6650,-36,Jumping
66518,-36,Jumping
66538,-36,Jumping
66558,-36,Jumping
66578,-36,Jumping
6658,-23,Jumping
66598,-36,Jumping
66618,-36,Jumping
66638,-36,Jumping
66658,-36,Jumping
66678,-36,Jumping
66698,-36,Jumping
6670,-38,Jumping
6670,-36,Jumping
66718,-38,Jumping
66738,-38,Jumping
66758,-38,Jumping
66778,-38,Jumping
6678,-23,Jumping
66798,-38,Jumping
66818,-33,Jumping
66838,-33,Jumping
66858,-33,Jumping
66878,-33,Jumping
66898,-33,Jumping
6690,-38,Jumping
6690,-36,Jumping
66918,-24,Jumping
66938,-24,Jumping
66958,-24,Jumping
66978,-24,Jumping
6698,-23,Jumping
66998,-24,Jumping
67018,-24,Jumping
67038,-32,Jumping
67058,-32,Jumping
67078,-32,Jumping
67098,-32,Jumping
6710,-38,Jumping
6710,-36,Jumping
67118,-32,Jumping
67138,-37,Jumping
67158,-37,Jumping
67178,-37,Jumping
6718,-31,Jumping
67198,-37,Jumping
67218,-37,Jumping
67238,-37,Jumping
67258,-37,Jumping
67278,-37,Jumping
67298,-37,Jumping
6730,-37,Jumping
6730,-36,Jumping
67318,-37,Jumping
67338,-26,Jumping
67358,-26,Jumping
67378,-26,Jumping
6738,-31,Jumping
67398,-26,Jumping
67418,-26,Jumping
67438,-26,Jumping
67458,-26,Jumping
67478,-26,Jumping
67498,-26,Jumping
6750,-37,Jumping
6750,-36,Jumping
67518,-26,Jumping
67538,-24,Jumping
67558,-24,Jumping
67578,-24,Jumping
6758,-31,Jumping
67598,-24,Jumping
67618,-24,Jumping
67638,-31,Jumping
67658,-31,Jumping
67678,-31,Jumping
67698,-31,Jumping
6770,-37,Jumping
6770,-36,Jumping
67718,-31,Jumping
67738,-26,Jumping
67758,-26,Jumping
67778,-26,Jumping
6778,-31,Jumping
67798,-26,Jumping
67818,-26,Jumping
67838,-37,Jumping
67858,-37,Jumping
67878,-37,Jumping
67898,-37,Jumping
6790,-37,Jumping
6790,-36,Jumping
67918,-37,Jumping
67938,-37,Jumping
67958,-30,Jumping
67978,-30,Jumping
6798,-31,Jumping
67998,-30,Jumping
68018,-30,Jumping
68038,-30,Jumping
68058,-26,Jumping
68078,-26,Jumping
68098,-26,Jumping
6810,-37,Jumping
6810,-36,Jumping
68118,-26,Jumping
68138,-26,Jumping
68158,-38,Jumping
68178,-38,Jumping
6818,-27,Jumping
68198,-38,Jumping
68218,-38,Jumping
68238,-38,Jumping
68258,-27,Jumping
68278,-27,Jumping
68298,-27,Jumping
6830,-37,Jumping
6830,-42,Jumping
68318,-27,Jumping
68338,-27,Jumping
68358,-30,Jumping
68378,-30,Jumping
6838,-27,Jumping
68398,-30,Jumping
68418,-30,Jumping
68438,-30,Jumping
68458,-36,Jumping
68478,-36,Jumping
68498,-36,Jumping
6850,-38,Jumping
6850,-42,Jumping
68518,-36,Jumping
68538,-36,Jumping
68558,-30,Jumping
68578,-30,Jumping
6858,-27,Jumping
68598,-30,Jumping
68618,-30,Jumping
68638,-30,Jumping
68658,-39,Jumping
68678,-39,Jumping
68698,-39,Jumping
6870,-38,Jumping
6870,-42,Jumping
68718,-39,Jumping
68738,-39,Jumping
68758,-39,Jumping
68778,-30,Jumping
6878,-27,Jumping
68798,-30,Jumping
68818,-30,Jumping
68838,-30,Jumping
68858,-30,Jumping
68878,-29,Jumping
68898,-29,Jumping
6890,-38,Jumping
6890,-42,Jumping
68918,-29,Jumping
68938,-29,Jumping
68958,-29,Jumping
68978,-24,Jumping
6898,-27,Jumping
68998,-24,Jumping
69018,-24,Jumping
69038,-24,Jumping
69058,-24,Jumping
69078,-30,Jumping
69098,-30,Jumping
6910,-38,Jumping
6910,-42,Jumping
69118,-30,Jumping
69138,-30,Jumping
69158,-30,Jumping
69178,-26,Jumping
6918,-34,Jumping
69198,-26,Jumping
69218,-26,Jumping
69238,-26,Jumping
69258,-26,Jumping
69278,-30,Jumping
69298,-30,Jumping
6930,-38,Jumping
6930,-37,Jumping
69318,-30,Jumping
69338,-30,Jumping
69358,-30,Jumping
69378,-31,Jumping
6938,-34,Jumping
69398,-31,Jumping
69418,-31,Jumping
69438,-31,Jumping
69458,-31,Jumping
69478,-34,Jumping
69498,-34,Jumping
6950,-38,Jumping
6950,-37,Jumping
69518,-34,Jumping
69538,-34,Jumping
69558,-34,Jumping
69578,-34,Jumping
6958,-34,Jumping
69598,-30,Jumping
69618,-30,Jumping
69638,-30,Jumping
69658,-30,Jumping
69678,-30,Jumping
69698,-34,Jumping
6970,-38,Jumping
6970,-37,Jumping
69718,-34,Jumping
69738,-34,Jumping
69758,-34,Jumping
69778,-34,Jumping
6978,-34,Jumping
69798,-26,Jumping
69818,-26,Jumping
69838,-26,Jumping
69858,-26,Jumping
69878,-26,Jumping
69898,-34,Jumping
6990,-38,Jumping
6990,-37,Jumping
69918,-34,Jumping
69938,-34,Jumping
69958,-34,Jumping
69978,-34,Jumping
6998,-34,Jumping
69998,-34,Jumping
70018,-31,Jumping
70038,-31,Jumping
70058,-31,Jumping
70078,-31,Jumping
70098,-25,Jumping
7010,-38,Jumping
7010,-37,Jumping
70118,-25,Jumping
70138,-25,Jumping
70158,-25,Jumping
70178,-25,Jumping
7018,-31,Jumping
70198,-34,Jumping
70218,-34,Jumping
70238,-34,Jumping
70258,-34,Jumping
70278,-34,Jumping
70298,-23,Jumping
7030,-38,Jumping
7030,-37,Jumping
70318,-23,Jumping
70338,-23,Jumping
70358,-23,Jumping
70378,-23,Jumping
7038,-31,Jumping
70398,-38,Jumping
70418,-38,Jumping
70438,-38,Jumping
70458,-38,Jumping
70478,-38,Jumping
70498,-38,Jumping
7050,-41,Jumping
7050,-39,Jumping
70518,-28,Jumping
70538,-28,Jumping
70558,-28,Jumping
70578,-28,Jumping
7058,-31,Jumping
70598,-28,Jumping
70618,-32,Jumping
70638,-32,Jumping
70658,-32,Jumping
70678,-32,Jumping
70698,-32,Jumping
7070,-41,Jumping
7070,-39,Jumping
70718,-23,Jumping
70738,-23,Jumping
70758,-23,Jumping
70778,-23,Jumping
7078,-31,Jumping
70798,-23,Jumping
70818,-24,Jumping
70838,-24,Jumping
70858,-24,Jumping
70878,-24,Jumping
70898,-24,Jumping
7090,-41,Jumping
7090,-39,Jumping
70918,-26,Jumping
70938,-26,Jumping
70958,-26,Jumping
70978,-26,Jumping
7098,-31,Jumping
70998,-26,Jumping
71018,-26,Jumping
71038,-26,Jumping
71058,-26,Jumping
71078,-26,Jumping
71098,-26,Jumping
7110,-41,Jumping
7110,-39,Jumping
71118,-26,Jumping
71138,-26,Jumping
71158,-26,Jumping
71178,-26,Jumping
7118,-23,Jumping
71198,-26,Jumping
71218,-35,Jumping
71238,-35,Jumping
71258,-35,Jumping
71278,-35,Jumping
71298,-35,Jumping
7130,-41,Jumping
7130,-39,Jumping
71318,-35,Jumping
71338,-40,Jumping
71358,-40,Jumping
71378,-40,Jumping
7138,-23,Jumping
71398,-40,Jumping
71418,-40,Jumping
71438,-26,Jumping
71458,-26,Jumping
71478,-26,Jumping
71498,-26,Jumping
7150,-37,Jumping
7150,-39,Jumping
71518,-26,Jumping
71538,-25,Jumping
71558,-25,Jumping
71578,-25,Jumping
7158,-23,Jumping
71598,-25,Jumping
71618,-25,Jumping
71638,-32,Jumping
71658,-32,Jumping
71678,-32,Jumping
71698,-32,Jumping
7170,-37,Jumping
7170,-39,Jumping
71718,-32,Jumping
71738,-30,Jumping
71758,-30,Jumping
71778,-30,Jumping
7178,-23,Jumping
71798,-30,Jumping
71818,-30,Jumping
71838,-25,Jumping
71858,-25,Jumping
71878,-25,Jumping
71898,-25,Jumping
7190,-37,Jumping
7190,-39,Jumping
71918,-25,Jumping
71938,-31,Jumping
71958,-31,Jumping
71978,-31,Jumping
7198,-23,Jumping
71998,-31,Jumping
72018,-31,Jumping
72038,-31,Jumping
72058,-30,Jumping
72078,-30,Jumping
72098,-30,Jumping
7210,-37,Jumping
7210,-39,Jumping
72118,-30,Jumping
72138,-30,Jumping
72158,-26,Jumping
72178,-26,Jumping
7218,-28,Jumping
72198,-26,Jumping
72218,-26,Jumping
72238,-26,Jumping
72258,-25,Jumping
72278,-25,Jumping
72298,-25,Jumping
7230,-37,Jumping
7230,-39,Jumping
72318,-25,Jumping
72338,-25,Jumping
72358,-23,Jumping
72378,-23,Jumping
7238,-28,Jumping
72398,-23,Jumping
72418,-23,Jumping
72438,-23,Jumping
72458,-30,Jumping
72478,-30,Jumping
72498,-30,Jumping
7250,-37,Jumping
7250,-43,Jumping
72518,-30,Jumping
72538,-30,Jumping
72558,-24,Jumping
72578,-24,Jumping
7258,-28,Jumping
72598,-24,Jumping
72618,-24,Jumping
72638,-24,Jumping
72658,-35,Jumping
72678,-35,Jumping
72698,-35,Jumping
7270,-37,Jumping
7270,-43,Jumping
72718,-35,Jumping
72738,-35,Jumping
72758,-24,Jumping
72778,-24,Jumping
7278,-28,Jumping
72798,-24,Jumping
72818,-24,Jumping
72838,-24,Jumping
72858,-31,Jumping
72878,-31,Jumping
72898,-31,Jumping
7290,-37,Jumping
7290,-43,Jumping
72918,-31,Jumping
72938,-31,Jumping
72958,-31,Jumping
72978,-31,Jumping
7298,-28,Jumping
72998,-31,Jumping
73018,-31,Jumping
73038,-31,Jumping
73058,-31,Jumping
73078,-27,Jumping
73098,-27,Jumping
7310,-37,Jumping
7310,-43,Jumping
73118,-27,Jumping
73138,-27,Jumping
73158,-27,Jumping
73178,-28,Jumping
7318,-28,Jumping
73198,-28,Jumping
73218,-28,Jumping
73238,-28,Jumping
73258,-28,Jumping
73278,-32,Jumping
73298,-32,Jumping
7330,-37,Jumping
7330,-43,Jumping
73318,-32,Jumping
73338,-32,Jumping
73358,-32,Jumping
73378,-24,Jumping
7338,-32,Jumping
73398,-24,Jumping
73418,-24,Jumping
73438,-24,Jumping
73458,-24,Jumping
73478,-29,Jumping
73498,-29,Jumping
7350,-39,Jumping
7350,-35,Jumping
73518,-29,Jumping
73538,-29,Jumping
73558,-29,Jumping
73578,-34,Jumping
7358,-32,Jumping
73598,-34,Jumping
73618,-34,Jumping
73638,-34,Jumping
73658,-34,Jumping
73678,-35,Jumping
73698,-35,Jumping
7370,-39,Jumping
7370,-35,Jumping
73718,-35,Jumping
73738,-35,Jumping
73758,-35,Jumping
73778,-31,Jumping
7378,-32,Jumping
73798,-31,Jumping
73818,-31,Jumping
73838,-31,Jumping
73858,-31,Jumping
73878,-31,Jumping
73898,-25,Jumping
7390,-39,Jumping
7390,-35,Jumping
73918,-25,Jumping
73938,-25,Jumping
73958,-25,Jumping
73978,-25,Jumping
7398,-32,Jumping
73998,-36,Jumping
74018,-36,Jumping
74038,-36,Jumping
74058,-36,Jumping
74078,-36,Jumping
74098,-35,Jumping
7410,-39,Jumping
7410,-35,Jumping
74118,-35,Jumping
74138,-35,Jumping
74158,-35,Jumping
74178,-35,Jumping
7418,-32,Jumping
74198,-39,Jumping
74218,-39,Jumping
74238,-39,Jumping
74258,-39,Jumping
74278,-39,Jumping
74298,-34,Jumping
7430,-39,Jumping
7430,-35,Jumping
74318,-34,Jumping
74338,-34,Jumping
74358,-34,Jumping
74378,-34,Jumping
7438,-22,Jumping
74398,-30,Jumping
74418,-30,Jumping
74438,-30,Jumping
74458,-30,Jumping
74478,-30,Jumping
74498,-35,Jumping
7450,-37,Jumping
7450,-36,Jumping
74518,-35,Jumping
74538,-35,Jumping
74558,-35,Jumping
74578,-35,Jumping
7458,-22,Jumping
74598,-38,Jumping
74618,-38,Jumping
74638,-38,Jumping
74658,-38,Jumping
74678,-38,Jumping
74698,-38,Jumping
7470,-37,Jumping
7470,-36,Jumping
74718,-31,Jumping
74738,-31,Jumping
74758,-31,Jumping
74778,-31,Jumping
7478,-22,Jumping
74798,-31,Jumping
74818,-23,Jumping
74838,-23,Jumping
74858,-23,Jumping
74878,-23,Jumping
74898,-23,Jumping
7490,-37,Jumping
7490,-36,Jumping
74918,-34,Jumping
74938,-34,Jumping
74958,-34,Jumping
74978,-34,Jumping
7498,-22,Jumping
74998,-34,Jumping
75018,-25,Jumping
75038,-25,Jumping
75058,-25,Jumping
75078,-25,Jumping
75098,-25,Jumping
7510,-37,Jumping
7510,-36,Jumping
75118,-26,Jumping
75138,-26,Jumping
75158,-26,Jumping
75178,-26,Jumping
7518,-22,Jumping
75198,-26,Jumping
75218,-31,Jumping
75238,-31,Jumping
75258,-31,Jumping
75278,-31,Jumping
75298,-31,Jumping
7530,-37,Jumping
7530,-36,Jumping
75318,-38,Jumping
75338,-38,Jumping
75358,-38,Jumping
75378,-38,Jumping
7538,-25,Jumping
75398,-38,Jumping
75418,-26,Jumping
75438,-26,Jumping
75458,-26,Jumping
75478,-26,Jumping
75498,-26,Jumping
7550,-41,Jumping
7550,-43,Jumping
75518,-33,Jumping
75538,-33,Jumping
75558,-33,Jumping
75578,-33,Jumping
7558,-25,Jumping
75598,-33,Jumping
75618,-33,Jumping
75638,-26,Jumping
75658,-26,Jumping
75678,-26,Jumping
75698,-26,Jumping
7570,-41,Jumping
7570,-43,Jumping
75718,-26,Jumping
75738,-31,Jumping
75758,-31,Jumping
75778,-31,Jumping
7578,-25,Jumping
75798,-31,Jumping
75818,-31,Jumping
75838,-31,Jumping
75858,-31,Jumping
75878,-31,Jumping
75898,-31,Jumping
7590,-41,Jumping
7590,-43,Jumping
75918,-31,Jumping
75938,-25,Jumping
75958,-25,Jumping
75978,-25,Jumping
7598,-25,Jumping
75998,-25,Jumping
76018,-25,Jumping
76038,-23,Jumping
76058,-23,Jumping
76078,-23,Jumping
76098,-23,Jumping
7610,-41,Jumping
7610,-43,Jumping
76118,-23,Jumping
76138,-34,Jumping
76158,-34,Jumping
76178,-34,Jumping
7618,-25,Jumping
76198,-34,Jumping
76218,-34,Jumping
76238,-32,Jumping
76258,-32,Jumping
76278,-32,Jumping
76298,-32,Jumping
7630,-41,Jumping
7630,-43,Jumping
76318,-32,Jumping
76338,-34,Jumping
76358,-34,Jumping
76378,-34,Jumping
7638,-35,Jumping
76398,-34,Jumping
76418,-34,Jumping
76438,-34,Jumping
76458,-40,Jumping
76478,-40,Jumping
76498,-40,Jumping
7650,-37,Jumping
7650,-39,Jumping
76518,-40,Jumping
76538,-40,Jumping
76558,-29,Jumping
76578,-29,Jumping
7658,-35,Jumping
76598,-29,Jumping
76618,-29,Jumping
76638,-29,Jumping
76658,-31,Jumping
